age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,ID
30,7,0,2,0,53,1,0,2,18,7,352,5,-1,0,-1,15455
38,7,1,2,0,2220,0,0,2,7,7,87,2,-1,0,-1,12734
49,4,1,2,0,863,1,1,1,8,5,101,1,-1,0,-1,35838
42,4,0,1,0,181,1,0,-1,29,5,118,2,-1,0,-1,7084
40,4,1,2,0,-31,1,0,-1,14,5,117,4,-1,0,-1,2777
49,1,1,3,0,50,1,1,2,29,1,149,1,-1,0,-1,28308
32,4,1,2,0,7107,1,0,2,17,4,882,2,-1,0,-1,32734
39,7,1,3,0,101,0,0,2,3,4,441,1,-1,0,-1,31581
32,7,0,2,0,0,0,0,2,21,8,126,2,-1,0,-1,22126
67,3,0,1,0,491,0,0,1,6,2,110,1,-1,0,-1,30697
55,3,-1,2,0,13,1,0,2,11,5,190,1,300,2,0,36183
36,7,1,3,0,508,0,0,2,22,8,233,4,-1,0,-1,22502
40,10,0,3,0,406,1,0,2,13,5,130,1,371,1,0,37017
34,7,1,3,0,23076,0,0,2,26,5,243,2,35,6,-1,39583
30,5,0,2,0,695,1,0,-1,20,5,203,1,-1,0,-1,4457
35,10,1,3,0,0,1,0,2,5,8,148,2,-1,0,-1,19093
52,10,1,3,0,1392,0,0,2,28,1,1121,2,205,3,0,28035
33,7,0,2,0,0,1,0,2,9,2,91,3,236,4,-1,30990
35,10,0,3,0,2486,1,0,2,25,5,265,1,-1,0,-1,39471
31,9,1,2,0,535,0,0,-1,9,5,249,3,-1,0,-1,1733
26,4,0,2,0,-204,1,0,-1,13,5,609,2,-1,0,-1,2460
37,4,1,-1,0,1795,1,0,-1,5,6,511,1,-1,0,-1,9174
36,0,1,1,0,771,1,0,2,8,5,152,1,-1,0,-1,35995
33,4,-1,2,0,0,0,0,2,25,7,374,2,-1,0,-1,17048
59,4,-1,1,0,1228,0,1,2,16,7,57,3,-1,0,-1,14935
41,4,1,1,0,449,1,0,2,20,4,10,6,-1,0,-1,33558
56,4,1,2,0,0,0,0,-1,11,6,142,2,-1,0,-1,10185
72,4,1,1,0,4415,0,0,1,13,10,120,1,-1,0,-1,41769
44,7,-1,2,0,0,0,0,2,28,7,264,5,-1,0,-1,17421
29,5,1,2,0,3,1,0,2,10,7,183,1,-1,0,-1,13956
34,10,0,3,0,-184,1,1,2,15,5,80,3,352,1,-1,38577
43,4,1,1,0,1147,1,1,-1,19,5,112,7,-1,0,-1,4340
32,10,1,2,0,1477,1,0,2,18,11,111,1,-1,0,-1,25407
35,4,1,2,0,1160,0,1,1,19,11,62,1,-1,0,-1,25827
53,3,1,1,0,0,0,0,2,31,7,85,3,-1,0,-1,18785
32,4,1,2,0,112,1,0,2,20,4,311,1,321,1,-1,33098
32,10,0,3,0,191,0,0,2,8,7,141,4,-1,0,-1,13326
34,4,-1,2,0,1780,1,0,-1,2,6,187,9,-1,0,-1,8199
57,3,1,1,0,3123,1,0,-1,15,5,178,1,-1,0,-1,3281
28,9,0,2,0,1448,0,0,2,8,6,130,5,-1,0,-1,40192
53,7,0,3,0,1,0,0,2,21,8,190,1,-1,0,-1,22254
31,10,0,3,0,305,1,0,-1,28,5,297,14,-1,0,-1,6960
30,4,1,2,0,938,1,0,-1,14,5,159,1,-1,0,-1,2878
41,8,-1,2,0,-29,1,0,2,10,7,188,1,-1,0,-1,13865
55,4,1,1,0,627,1,0,-1,5,5,247,1,-1,0,-1,235
25,5,0,2,0,895,1,0,-1,3,6,167,1,-1,0,-1,8598
49,3,1,2,0,329,1,0,-1,14,5,264,2,-1,0,-1,3063
77,3,1,3,0,7802,0,0,1,4,5,421,1,92,2,1,43615
30,10,1,3,0,24,1,0,2,29,1,207,2,-1,0,-1,28529
34,10,1,3,0,967,1,0,-1,20,5,415,2,-1,0,-1,4629
39,10,1,3,0,2763,1,0,-1,2,6,526,2,-1,0,-1,8015
32,4,1,2,0,129,1,0,2,29,7,119,7,-1,0,-1,17515
25,4,1,2,0,53,1,0,-1,13,5,331,2,-1,0,-1,2658
51,10,1,2,0,2604,0,0,-1,19,6,64,1,-1,0,-1,11465
34,10,1,3,0,581,1,0,-1,29,5,182,1,-1,0,-1,7374
42,1,0,1,0,206,0,1,2,24,7,148,1,-1,0,-1,16557
27,9,0,2,1,-110,0,1,2,8,7,90,2,-1,0,-1,13328
22,5,0,-1,0,739,0,0,-1,20,8,4,1,-1,0,-1,44591
42,4,1,1,0,402,0,0,2,13,5,31,7,330,17,0,36972
44,7,1,3,0,-948,1,1,2,9,7,129,2,-1,0,-1,13380
30,7,0,3,0,411,0,0,2,26,5,111,1,35,1,0,39546
33,9,0,3,0,280,0,0,2,12,11,189,2,-1,0,-1,42253
43,7,1,1,0,2309,1,0,2,22,7,578,1,-1,0,-1,16064
35,10,0,3,0,-208,1,0,-1,27,5,127,2,-1,0,-1,6518
36,9,1,2,0,403,0,0,2,24,7,151,2,-1,0,-1,16650
28,7,0,2,0,8,1,0,2,29,1,389,2,254,3,0,28620
38,7,1,2,0,821,1,1,2,17,11,224,2,180,1,0,24607
60,1,1,1,0,182,0,0,2,26,4,166,5,181,5,0,43546
52,10,-1,3,0,-723,1,1,2,18,11,636,1,-1,0,-1,24856
47,10,1,3,0,2919,1,0,2,17,11,153,1,-1,0,-1,24400
33,0,0,-1,0,170,1,0,-1,3,6,327,1,-1,0,-1,8592
38,4,1,1,0,-537,1,0,-1,2,6,171,1,-1,0,-1,8247
33,7,1,2,0,2099,1,1,-1,29,5,42,3,-1,0,-1,7246
43,4,1,1,0,2105,1,0,2,31,7,36,2,-1,0,-1,18430
38,4,0,2,0,48,0,0,-1,19,6,43,3,-1,0,-1,11558
36,10,0,3,0,227,0,1,2,7,8,336,4,-1,0,-1,19712
46,4,1,2,0,870,0,1,2,31,7,87,2,-1,0,-1,18333
42,9,1,2,0,8238,1,1,2,16,4,102,2,149,5,-1,32342
40,7,1,2,0,4186,0,0,2,11,8,129,1,-1,0,-1,20314
36,5,0,2,0,342,1,0,-1,7,5,142,1,-1,0,-1,851
32,1,1,2,0,216,0,1,2,9,7,71,6,-1,0,-1,13531
47,10,-1,3,0,0,1,1,2,18,11,203,3,-1,0,-1,25371
58,4,-1,2,0,543,0,1,1,17,7,264,3,-1,0,-1,15013
32,6,0,3,0,-359,1,0,2,9,2,122,3,-1,0,-1,30896
41,7,1,2,0,190,0,0,2,21,11,12,7,-1,0,-1,26906
61,10,1,2,0,967,0,0,2,20,8,180,1,-1,0,-1,41208
52,7,1,2,0,2095,1,1,2,19,8,419,4,-1,0,-1,21603
38,5,1,1,0,0,1,1,2,7,5,127,1,171,2,-1,35450
83,3,-1,1,0,0,0,0,1,3,9,225,1,-1,0,-1,41407
41,7,-1,2,0,4047,1,0,2,4,5,14,5,75,1,1,34381
26,5,0,2,0,-72,1,0,-1,30,6,82,9,-1,0,-1,12418
46,5,1,2,0,25,0,1,-1,25,6,167,2,-1,0,-1,12289
51,8,1,-1,0,606,1,0,-1,28,5,560,9,-1,0,-1,7049
53,6,1,3,0,290,0,1,2,24,7,303,3,-1,0,-1,16799
31,10,0,3,0,684,1,1,-1,2,6,148,2,-1,0,-1,8122
33,7,1,3,0,145,1,0,2,20,11,262,3,-1,0,-1,26725
51,4,1,2,0,518,1,0,2,12,5,918,1,-1,0,-1,36693
50,-1,0,2,0,86,0,0,1,6,2,279,8,-1,0,-1,30716
29,10,1,3,0,202,1,0,2,7,5,378,1,-1,0,-1,35618
41,4,1,2,0,167,0,0,-1,20,6,48,1,-1,0,-1,11791
32,10,0,3,0,3050,1,0,2,21,11,58,1,182,1,0,27083
37,9,0,2,0,115,0,0,2,4,8,236,1,92,4,0,40607
34,6,0,3,0,9962,0,0,2,20,8,474,1,-1,0,-1,41186
58,6,1,2,0,372,0,0,-1,17,6,315,2,-1,0,-1,10768
28,9,0,2,0,53,0,0,2,2,2,67,1,-1,0,-1,28991
42,4,1,2,0,2044,1,1,2,7,5,155,1,282,5,0,35350
34,5,1,2,0,404,1,0,2,9,4,208,12,337,1,0,31936
50,4,1,1,0,42,1,0,-1,4,6,170,3,-1,0,-1,8926
57,9,1,1,0,1119,0,0,2,30,4,176,2,-1,0,-1,34116
50,0,1,2,0,49,1,0,2,21,7,237,1,-1,0,-1,15703
36,5,1,2,0,0,1,0,2,16,7,276,4,-1,0,-1,14757
33,10,1,3,0,403,1,0,-1,26,5,114,2,-1,0,-1,5976
27,7,0,-1,0,555,0,0,-1,11,6,240,9,-1,0,-1,10081
32,5,0,2,0,459,1,0,-1,8,5,202,2,-1,0,-1,1451
48,9,-1,2,0,-212,1,1,-1,26,5,76,1,-1,0,-1,5715
27,5,0,2,0,4,1,1,-1,9,5,490,1,-1,0,-1,1755
30,10,1,3,0,1221,1,0,1,25,7,279,4,-1,0,-1,17111
27,4,1,1,0,713,1,0,-1,30,5,152,4,-1,0,-1,7578
36,4,0,2,0,478,1,0,2,13,5,610,1,-1,0,-1,37056
42,4,-1,2,0,198,0,0,2,15,5,133,1,-1,0,-1,38423
40,5,1,3,0,35,0,0,2,3,7,318,4,317,3,0,40470
60,9,-1,2,0,174,1,0,2,15,5,241,1,364,1,0,38196
47,7,1,1,0,50,0,0,1,7,7,167,3,-1,0,-1,13000
53,9,-1,2,0,26,1,0,2,7,5,56,1,359,1,0,35453
41,4,1,1,0,3658,1,0,2,9,4,268,1,330,1,0,31926
48,4,1,2,0,291,1,0,2,23,7,448,2,-1,0,-1,16439
31,7,0,3,0,882,0,0,2,4,9,293,1,93,1,1,41438
43,4,1,2,0,3549,1,0,2,15,5,7,5,-1,0,-1,38302
34,9,-1,2,0,183,0,1,-1,4,7,88,1,-1,0,-1,12635
53,10,1,3,0,-670,0,1,2,11,7,86,2,-1,0,-1,14073
32,7,0,2,0,3586,0,0,2,18,8,71,3,-1,0,-1,21216
36,4,0,2,0,7123,0,0,-1,20,6,26,17,-1,0,-1,11829
38,5,-1,2,0,49,1,0,2,18,5,43,1,367,2,1,39032
32,4,-1,2,0,3027,0,0,2,5,5,171,2,-1,0,-1,34403
33,9,0,3,0,1371,1,0,2,5,5,362,1,-1,0,-1,34553
60,4,1,1,0,1670,0,0,2,4,8,115,1,-1,0,-1,18932
33,9,1,3,0,-1011,0,0,2,21,11,134,1,-1,0,-1,26991
32,5,-1,2,0,1156,1,0,-1,21,5,488,1,-1,0,-1,5049
53,4,1,2,0,6657,1,0,2,19,8,128,8,-1,0,-1,21558
29,5,0,2,0,0,0,0,-1,1,7,12,1,514,3,0,44054
26,5,0,2,0,162,1,0,2,2,3,185,2,130,8,-1,43186
44,10,1,3,0,0,0,0,2,26,8,130,4,-1,0,-1,23122
31,7,1,2,0,1032,1,0,-1,26,5,70,6,-1,0,-1,5942
25,5,1,2,0,-454,1,0,-1,12,5,24,1,-1,0,-1,2103
45,-1,1,-1,0,356,0,0,2,11,8,212,2,-1,0,-1,20121
48,4,1,1,0,160,1,0,-1,4,6,109,3,-1,0,-1,8733
51,8,1,2,0,-799,0,1,2,15,7,1001,3,-1,0,-1,14650
34,4,1,2,0,286,1,0,-1,9,5,134,2,-1,0,-1,1679
29,5,0,2,0,-565,1,0,-1,4,6,109,1,-1,0,-1,8755
48,9,1,2,0,844,0,0,2,28,8,12,21,-1,0,-1,23445
41,4,1,1,0,438,0,0,2,5,2,46,1,-1,0,-1,30208
39,4,1,2,0,0,1,0,2,15,7,103,4,-1,0,-1,14647
71,3,1,1,0,10394,0,0,1,10,8,411,1,-1,0,-1,40767
27,4,0,2,0,137,0,1,2,25,7,359,1,-1,0,-1,16887
36,7,0,2,0,351,0,0,2,25,8,88,3,-1,0,-1,22754
44,4,0,2,0,-292,1,0,-1,2,6,179,7,-1,0,-1,8320
27,9,1,2,0,73,1,0,2,5,2,140,1,-1,0,-1,30261
33,10,1,3,0,1504,0,0,2,12,8,61,2,-1,0,-1,20531
65,3,1,2,0,23421,0,0,2,2,2,432,1,-1,0,-1,42833
29,6,1,3,0,0,1,0,2,7,5,253,2,302,1,0,35562
37,7,0,2,0,255,0,0,-1,5,6,447,2,-1,0,-1,9152
37,9,1,2,0,-47,1,0,-1,30,5,122,4,-1,0,-1,7928
31,4,0,1,0,5058,1,0,-1,20,5,157,1,-1,0,-1,4620
35,5,1,-1,0,2,0,0,-1,16,6,221,1,-1,0,-1,10708
53,4,-1,1,0,1480,1,0,2,20,11,95,2,-1,0,-1,26819
31,10,0,3,0,350,1,0,2,12,8,359,2,-1,0,-1,20586
37,0,1,2,0,830,0,0,-1,17,6,292,3,-1,0,-1,10955
46,5,1,2,0,997,1,0,-1,12,5,398,1,-1,0,-1,2141
42,4,1,2,0,-628,1,1,-1,15,5,251,1,-1,0,-1,3480
25,4,1,2,0,2,1,0,2,25,7,102,2,-1,0,-1,16957
37,2,0,-1,0,444,0,0,2,4,5,1063,5,-1,0,-1,34353
39,7,-1,2,0,688,1,1,2,19,11,214,1,-1,0,-1,25648
36,6,1,3,0,254,1,0,1,17,7,202,5,-1,0,-1,15192
42,7,1,2,0,1865,1,0,-1,15,5,164,1,-1,0,-1,3324
68,3,1,2,0,1316,0,0,1,4,3,92,5,-1,0,-1,31250
53,3,1,2,0,-27,0,0,-1,13,5,209,9,-1,0,-1,2529
37,9,0,2,0,1560,1,0,2,21,11,67,1,163,2,0,26923
27,5,0,2,0,223,1,1,2,13,5,297,2,-1,0,-1,37385
40,10,1,3,0,-63,0,1,2,2,7,196,1,-1,0,-1,40410
58,3,1,2,0,4700,0,0,1,16,2,93,6,-1,0,-1,31080
31,4,0,2,0,5607,0,0,-1,20,5,261,1,-1,0,-1,4597
55,3,1,2,0,273,0,0,2,26,8,417,2,-1,0,-1,23022
30,4,1,2,0,12697,1,1,-1,19,5,95,1,-1,0,-1,4136
40,5,1,2,0,879,1,1,2,2,4,349,3,-1,0,-1,31540
30,10,-1,3,0,415,1,1,2,6,5,984,1,343,4,0,34836
44,10,1,3,0,38,1,0,1,16,4,201,2,330,8,-1,32466
36,7,1,1,0,3350,1,0,2,16,4,86,1,269,3,-1,32416
46,7,1,2,0,152,0,0,2,9,7,72,1,-1,0,-1,13388
31,4,1,2,0,1495,1,1,-1,23,5,159,3,-1,0,-1,5637
37,4,0,3,0,1222,0,0,-1,27,5,212,2,-1,0,-1,6394
28,4,0,2,1,-871,1,0,-1,12,5,36,4,-1,0,-1,2100
31,9,0,2,0,387,1,0,2,13,5,228,2,370,1,0,37214
60,7,1,2,0,824,1,0,2,9,8,265,1,181,8,1,44488
55,4,1,1,0,1937,1,0,1,21,11,64,3,-1,0,-1,27526
30,10,0,3,0,720,0,0,2,15,1,1265,4,210,4,-1,42689
36,6,1,2,0,1184,1,0,2,6,4,1063,1,-1,0,-1,31657
33,10,0,3,0,12,0,0,2,20,8,471,5,-1,0,-1,22033
46,9,1,2,0,196,1,0,1,14,5,29,2,-1,0,-1,37962
58,6,1,2,0,1407,1,0,-1,30,5,58,1,-1,0,-1,7698
52,10,0,3,0,824,0,0,2,8,5,466,1,354,2,0,35981
33,10,0,3,0,5437,0,0,2,4,5,267,1,91,1,0,34198
29,7,0,2,0,594,0,0,2,25,5,128,1,-1,0,-1,39455
57,4,1,1,0,93,1,0,1,17,4,137,1,-1,0,-1,32713
35,10,1,3,0,100,0,0,2,12,8,120,2,-1,0,-1,20445
45,6,1,2,0,0,0,0,2,18,8,249,6,-1,0,-1,21396
46,1,1,1,0,965,0,0,-1,5,5,177,1,-1,0,-1,219
29,10,0,3,0,697,0,0,2,4,2,206,1,-1,0,-1,29986
39,4,-1,3,0,382,0,0,2,18,6,201,3,-1,0,-1,40339
31,0,0,1,0,1,0,0,2,2,2,19,6,-1,0,-1,29254
32,4,1,1,0,902,1,0,-1,27,5,106,2,-1,0,-1,6490
25,2,0,2,0,715,0,0,2,26,5,217,1,-1,0,-1,39552
33,9,1,2,0,1604,0,0,2,13,8,78,2,-1,0,-1,40981
53,10,1,1,0,1925,0,0,2,19,11,161,1,-1,0,-1,25771
43,8,0,3,0,42,0,0,2,7,7,285,1,-1,0,-1,12995
27,10,0,2,0,116,1,0,2,6,2,138,2,-1,0,-1,30742
31,10,1,3,0,10884,0,0,2,10,8,294,3,98,2,1,40778
83,3,1,3,0,6236,0,0,2,11,8,155,1,190,2,0,40787
46,8,1,2,0,212,1,0,2,5,5,332,1,-1,0,-1,34436
53,3,-1,3,0,-309,1,0,2,21,8,343,2,428,2,1,41235
36,7,1,2,1,947,1,0,-1,28,5,452,2,-1,0,-1,7009
36,9,0,2,0,0,0,0,2,4,2,137,2,-1,0,-1,29971
41,7,1,2,0,767,1,1,-1,6,5,204,1,-1,0,-1,483
52,10,-1,3,0,96,0,0,2,19,8,134,1,-1,0,-1,21726
34,8,1,3,0,412,1,1,2,8,7,164,1,-1,0,-1,13030
36,4,0,1,0,367,0,0,-1,26,6,277,1,-1,0,-1,12341
32,7,1,2,0,-360,1,0,2,6,5,131,2,344,2,0,35016
46,9,-1,2,0,7378,0,0,2,18,11,466,1,-1,0,-1,24855
54,1,1,1,0,194,0,0,2,20,8,127,2,-1,0,-1,21843
33,8,1,3,0,4465,1,0,2,20,11,161,1,183,2,0,26499
31,5,1,2,0,2050,1,0,2,18,11,271,5,-1,0,-1,25344
52,10,-1,3,0,-297,1,0,-1,20,6,11,21,-1,0,-1,11969
34,4,1,2,0,1,1,0,2,9,7,290,2,-1,0,-1,13598
42,0,-1,1,0,148,1,0,2,4,2,102,1,-1,0,-1,29752
23,7,0,2,0,4545,0,0,2,25,9,242,1,114,1,0,41637
37,5,0,2,0,1175,1,0,-1,16,6,92,2,-1,0,-1,10647
39,0,1,2,0,0,1,0,-1,20,5,191,1,-1,0,-1,4412
55,10,1,2,0,51,0,0,2,8,7,102,1,-1,0,-1,13093
57,9,-1,2,0,4378,1,0,-1,19,5,78,3,-1,0,-1,4163
34,10,1,3,0,436,1,0,2,17,4,28,1,345,1,0,32639
54,10,1,1,0,5787,0,0,1,21,11,240,2,-1,0,-1,27664
30,4,1,2,0,0,1,0,-1,26,5,30,1,-1,0,-1,5692
45,3,-1,2,0,229,0,0,-1,5,6,181,2,-1,0,-1,9213
28,10,0,3,0,-62,0,0,-1,12,8,17,1,-1,0,-1,44542
42,10,1,1,0,-679,1,1,2,6,5,159,1,343,2,0,34904
28,10,0,3,0,788,1,1,2,18,5,169,1,-1,0,-1,38885
36,10,1,-1,0,-35,1,1,-1,21,5,17,2,-1,0,-1,4977
43,9,1,2,0,316,1,0,2,17,4,289,1,-1,0,-1,32651
52,0,1,1,0,426,0,0,2,8,6,252,5,-1,0,-1,40199
50,7,1,2,0,-997,0,1,2,28,8,70,7,-1,0,-1,23567
26,2,0,2,0,0,1,0,-1,5,5,610,2,-1,0,-1,152
40,4,1,1,0,780,1,0,2,12,5,206,1,357,1,0,36540
40,9,0,2,0,100,1,0,2,11,8,221,1,461,1,1,40830
41,4,1,1,0,951,1,0,2,20,4,23,4,-1,0,-1,33188
47,7,1,3,1,-813,1,1,2,21,11,85,2,158,25,0,26940
31,7,1,3,0,95,0,0,2,21,11,48,6,-1,0,-1,27393
56,10,1,1,0,21,0,0,2,7,7,118,1,-1,0,-1,12795
34,9,1,2,0,592,1,0,-1,8,6,49,1,-1,0,-1,43886
42,9,0,3,0,168,1,0,2,17,7,295,1,-1,0,-1,15056
35,9,0,2,0,0,1,0,2,3,2,80,1,273,1,0,29477
21,2,0,-1,0,137,1,0,-1,12,5,198,3,-1,0,-1,2260
57,4,1,1,0,162,1,0,-1,6,5,155,2,-1,0,-1,741
29,8,1,1,0,56,1,1,-1,7,5,336,1,-1,0,-1,895
41,7,0,1,0,340,1,0,2,13,5,262,1,349,1,0,37138
37,4,1,2,0,1736,0,1,-1,18,6,66,1,-1,0,-1,11099
27,7,1,2,0,616,1,0,2,5,2,263,1,-1,0,-1,30316
34,10,0,2,0,66,1,0,-1,9,5,76,2,-1,0,-1,1832
31,4,1,3,0,-35,0,0,2,20,11,952,2,-1,0,-1,26822
27,9,-1,2,0,112,1,0,-1,19,5,104,1,-1,0,-1,4271
36,10,1,3,0,2957,1,1,2,30,4,193,2,265,3,1,34142
38,9,1,2,0,4458,1,0,-1,5,6,215,1,-1,0,-1,9153
47,4,1,2,0,33,0,0,1,17,11,27,1,-1,0,-1,24398
56,3,1,2,0,3690,1,1,-1,16,5,178,2,-1,0,-1,3794
40,10,1,3,1,-1036,1,1,-1,23,6,41,2,-1,0,-1,12264
31,4,0,2,0,199,0,0,1,30,4,110,1,-1,0,-1,33976
51,8,-1,-1,0,-57,1,0,-1,29,5,175,1,-1,0,-1,7265
57,7,1,-1,0,206,1,0,-1,5,5,216,3,-1,0,-1,329
38,10,-1,3,0,155,1,0,-1,20,6,25,26,-1,0,-1,11905
49,-1,1,3,0,325,0,0,-1,20,6,63,15,-1,0,-1,12113
28,6,0,3,0,805,0,0,2,26,5,69,1,99,1,1,39600
47,6,1,2,0,0,0,0,2,29,8,90,6,-1,0,-1,23835
32,5,0,2,0,808,1,0,2,20,4,322,1,-1,0,-1,33112
38,10,1,3,0,1074,0,0,2,8,8,153,8,-1,0,-1,19969
42,7,0,2,0,823,1,0,2,28,1,137,1,-1,0,-1,27805
46,10,1,3,0,716,1,1,2,17,11,106,1,-1,0,-1,24428
25,7,0,2,0,218,1,1,2,28,7,110,4,-1,0,-1,17484
58,10,-1,3,0,372,0,1,-1,29,10,11,1,-1,0,-1,24104
49,10,1,3,0,224,1,0,2,28,7,68,3,-1,0,-1,17346
32,10,0,3,0,297,0,0,2,13,8,225,2,-1,0,-1,20740
34,9,0,3,0,5007,1,0,2,20,11,51,1,-1,0,-1,26586
60,3,1,3,0,10500,0,0,2,19,8,56,7,-1,0,-1,21503
55,5,-1,2,0,1817,0,0,2,30,7,404,4,-1,0,-1,17961
38,9,1,2,0,0,0,0,-1,5,5,151,1,-1,0,-1,243
50,4,1,2,0,0,0,0,2,8,8,192,2,-1,0,-1,19915
28,5,0,2,0,47,0,0,2,22,7,405,2,-1,0,-1,16082
33,7,-1,2,0,557,1,0,2,20,11,89,1,91,1,0,26512
44,4,1,1,0,858,1,0,-1,21,5,362,5,-1,0,-1,5184
23,10,0,2,0,85,1,0,-1,19,5,109,2,-1,0,-1,4248
26,4,1,2,0,622,1,0,2,21,7,471,2,-1,0,-1,15729
55,4,1,-1,0,-102,1,0,-1,23,5,35,1,-1,0,-1,5363
57,3,-1,3,0,5253,0,0,-1,18,6,235,3,-1,0,-1,11081
63,3,-1,2,0,4833,0,0,2,14,8,415,1,-1,0,-1,41054
36,7,-1,3,0,466,0,0,2,28,8,171,1,-1,0,-1,23671
30,5,0,2,0,732,1,0,2,17,4,358,2,-1,0,-1,32892
30,7,0,3,0,198,1,0,2,16,4,308,1,-1,0,-1,32353
47,5,0,3,0,0,0,0,2,20,4,96,1,-1,0,-1,33248
48,4,1,2,0,742,1,1,2,14,7,304,4,-1,0,-1,14461
48,4,1,2,0,3,0,1,2,19,8,289,2,-1,0,-1,21631
49,7,1,2,0,0,1,0,2,7,5,190,1,276,1,-1,35388
39,7,0,3,0,47,1,0,-1,5,5,181,1,-1,0,-1,162
34,6,1,3,0,865,1,0,2,21,7,51,7,-1,0,-1,15702
38,5,-1,2,0,61,0,0,-1,5,6,636,1,-1,0,-1,9124
34,4,1,1,0,1756,1,1,2,11,5,58,1,-1,0,-1,36222
35,4,0,2,0,448,0,1,2,20,11,1031,6,-1,0,-1,26341
28,7,0,3,0,-123,0,1,2,23,7,690,1,-1,0,-1,16357
44,0,-1,3,0,0,0,0,2,5,2,1960,3,-1,0,-1,30540
48,4,1,2,0,5078,1,0,1,8,5,139,1,-1,0,-1,35731
37,4,1,2,0,222,1,0,2,15,5,7,6,357,1,0,38215
29,4,1,2,0,0,1,0,2,11,5,116,6,-1,0,-1,36153
33,7,1,2,0,241,1,0,2,13,5,1108,3,-1,0,-1,36985
42,9,0,2,0,2758,1,0,-1,5,6,237,3,-1,0,-1,9121
76,3,1,3,0,2991,0,0,2,25,1,195,1,95,2,1,42710
59,3,1,1,0,-119,1,0,-1,6,5,289,1,-1,0,-1,624
31,7,0,2,0,0,1,0,2,31,7,16,34,-1,0,-1,18395
33,4,0,2,0,22,0,0,2,30,1,76,2,207,1,0,28815
40,7,1,2,0,8844,0,0,2,8,8,204,1,-1,0,-1,20003
37,10,0,3,0,614,1,0,-1,30,5,371,2,-1,0,-1,7736
24,2,0,2,0,1919,1,0,-1,29,5,127,4,-1,0,-1,7095
38,10,1,3,0,3228,0,0,2,27,8,123,8,-1,0,-1,23239
27,10,0,3,0,2489,0,0,2,15,7,323,2,163,2,-1,40571
33,4,1,1,0,1903,1,0,2,21,11,337,2,182,3,0,27615
32,7,1,2,0,2556,0,0,2,6,8,269,3,-1,0,-1,19396
40,10,1,3,0,211,1,0,-1,30,5,137,3,-1,0,-1,7907
32,9,-1,2,0,410,1,0,2,14,4,129,1,-1,0,-1,32013
53,7,1,2,0,384,1,0,-1,5,5,176,1,-1,0,-1,76
34,7,0,3,1,-6,0,0,2,28,8,79,8,-1,0,-1,23521
43,7,1,2,0,1916,1,0,-1,13,5,565,2,-1,0,-1,2544
47,7,-1,2,0,22,0,0,2,18,5,17,6,-1,0,-1,38775
43,7,-1,1,0,13,0,1,2,9,7,977,4,-1,0,-1,13624
27,5,0,1,0,140,1,1,2,25,7,361,1,-1,0,-1,16900
30,7,0,3,0,1,0,0,2,20,8,88,2,-1,0,-1,21848
70,7,1,2,0,3020,0,0,1,2,11,358,2,186,1,0,42103
53,10,1,3,0,1945,0,0,2,21,11,22,4,106,7,0,26973
35,10,1,3,0,750,1,0,2,18,8,233,12,-1,0,-1,21244
44,9,1,2,0,4826,1,0,2,17,11,102,1,185,4,-1,24450
33,7,-1,2,0,0,1,0,2,7,5,177,2,-1,0,-1,35590
27,9,1,2,0,132,1,0,-1,27,5,21,1,-1,0,-1,6453
37,7,0,2,0,123,0,1,2,5,2,136,1,-1,0,-1,30299
40,10,1,3,0,185,0,0,2,21,8,310,2,-1,0,-1,22081
28,9,0,2,0,-181,1,1,2,7,5,429,2,343,4,0,35530
53,1,1,1,0,5098,1,0,-1,6,6,155,3,-1,0,-1,9604
33,10,0,3,1,-5,0,0,2,18,8,127,4,-1,0,-1,21459
55,10,1,3,0,1288,1,0,-1,8,5,67,2,-1,0,-1,1505
36,5,1,2,0,0,1,0,2,8,5,346,1,368,1,0,35746
28,2,0,-1,0,78,0,0,2,28,1,554,2,-1,0,-1,28052
34,7,0,2,0,920,1,0,2,29,10,250,1,342,5,0,42064
42,9,1,1,0,-466,0,1,1,31,7,94,15,-1,0,-1,18729
31,1,0,3,0,596,0,0,1,28,1,30,1,-1,0,-1,27873
39,7,1,2,0,-709,1,0,2,25,7,311,6,-1,0,-1,17013
56,4,1,2,0,1602,1,0,-1,6,5,427,1,-1,0,-1,572
38,6,1,3,0,846,0,0,2,2,6,253,1,-1,0,-1,39878
48,5,0,1,0,204,1,0,2,22,7,134,1,-1,0,-1,16090
34,5,1,2,0,-508,1,0,2,21,11,144,6,185,2,0,27128
31,10,1,3,0,5238,1,1,2,19,11,156,2,-1,0,-1,25971
51,4,1,1,0,51,0,0,-1,27,5,121,2,-1,0,-1,6084
50,4,0,1,0,1743,1,0,-1,6,6,49,5,-1,0,-1,9368
31,2,0,-1,0,640,0,0,2,3,2,92,1,-1,0,-1,29505
58,3,1,1,0,0,1,0,-1,16,6,204,4,-1,0,-1,10527
43,10,1,2,0,2411,1,0,2,11,8,124,7,-1,0,-1,20347
36,9,0,2,0,587,1,0,2,13,4,239,3,-1,0,-1,32004
47,7,-1,3,0,194,0,0,-1,20,6,368,2,-1,0,-1,11724
40,4,1,2,0,1318,1,0,-1,17,6,681,2,-1,0,-1,10977
